VW_30cm,T_30cm,Class,,
-82.00000,-80.00000,Anomoly,,
-16.00000,-31.00000,Anomoly,,
-57.00000,-89.00000,Anomoly,,
-62.00000,-68.00000,Anomoly,,
-1.00000,-61.00000,Anomoly,,
-60.00000,-22.00000,Anomoly,,
-45.00000,-31.00000,Anomoly,,
-22.00000,-43.00000,Anomoly,,
-74.00000,-81.00000,Anomoly,,
-67.00000,-31.00000,Anomoly,,
-54.00000,-85.00000,Anomoly,,
-5.00000,-57.00000,Anomoly,,
-69.00000,-21.00000,Anomoly,,
-30.00000,-31.00000,Anomoly,,
-7.00000,-31.00000,Anomoly,,
-3.00000,-46.00000,Anomoly,,
-34.00000,-79.00000,Anomoly,,
-6.00000,-83.00000,Anomoly,,
-75.00000,-42.00000,Anomoly,,
0.00000,-53.00000,Anomoly,,
-39.00000,-46.00000,Anomoly,,
-4.00000,-37.00000,Anomoly,,
-26.00000,-74.00000,Anomoly,,
-18.00000,-81.00000,Anomoly,,
-44.00000,-79.00000,Anomoly,,
-7.00000,-69.00000,Anomoly,,
-75.00000,-93.00000,Anomoly,,
-27.00000,-57.00000,Anomoly,,
-7.00000,-58.00000,Anomoly,,
-54.00000,-74.00000,Anomoly,,
-88.00000,-77.00000,Anomoly,,
-17.00000,-37.00000,Anomoly,,
-28.00000,-90.00000,Anomoly,,
-79.00000,-37.00000,Anomoly,,
-14.00000,-70.00000,Anomoly,,
-81.00000,-24.00000,Anomoly,,
-30.00000,-35.00000,Anomoly,,
-50.00000,-52.00000,Anomoly,,
-69.00000,-46.00000,Anomoly,,
-41.00000,-90.00000,Anomoly,,
-55.00000,-77.00000,Anomoly,,
-99.00000,-34.00000,Anomoly,,
-88.00000,-80.00000,Anomoly,,
-93.00000,-89.00000,Anomoly,,
-99.00000,-30.00000,Anomoly,,
-4.00000,-70.00000,Anomoly,,
-89.00000,-24.00000,Anomoly,,
-30.00000,-82.00000,Anomoly,,
-2.00000,-43.00000,Anomoly,,
-97.00000,-38.00000,Anomoly,,
-60.00000,-76.00000,Anomoly,,
-51.00000,-42.00000,Anomoly,,
-5.00000,-36.00000,Anomoly,,
-40.00000,-47.00000,Anomoly,,
-12.00000,-78.00000,Anomoly,,
-27.00000,-35.00000,Anomoly,,
-22.00000,-29.00000,Anomoly,,
-34.00000,-96.00000,Anomoly,,
-37.00000,-70.00000,Anomoly,,
-28.00000,-99.00000,Anomoly,,
-19.00000,-79.00000,Anomoly,,
-40.00000,-46.00000,Anomoly,,
-40.00000,-74.00000,Anomoly,,
-1.00000,-61.00000,Anomoly,,
-77.00000,-91.00000,Anomoly,,
-97.00000,-24.00000,Anomoly,,
-73.00000,-63.00000,Anomoly,,
-63.00000,-40.00000,Anomoly,,
-51.00000,-69.00000,Anomoly,,
-2.00000,-35.00000,Anomoly,,
-47.00000,-38.00000,Anomoly,,
-71.00000,-36.00000,Anomoly,,
-5.00000,-87.00000,Anomoly,,
-50.00000,-76.00000,Anomoly,,
-19.00000,-78.00000,Anomoly,,
-87.00000,-46.00000,Anomoly,,
-93.00000,-60.00000,Anomoly,,
-67.00000,-36.00000,Anomoly,,
0.00000,-91.00000,Anomoly,,
-43.00000,-52.00000,Anomoly,,
-76.00000,-60.00000,Anomoly,,
-31.00000,-59.00000,Anomoly,,
-28.00000,-69.00000,Anomoly,,
-17.00000,-47.00000,Anomoly,,
-4.00000,-22.00000,Anomoly,,
-53.00000,-68.00000,Anomoly,,
-19.00000,-45.00000,Anomoly,,
-35.00000,-33.00000,Anomoly,,
-6.00000,-42.00000,Anomoly,,
-29.00000,-69.00000,Anomoly,,
-28.00000,-62.00000,Anomoly,,
0.00000,-81.00000,Anomoly,,
-94.00000,-20.00000,Anomoly,,
-80.00000,-54.00000,Anomoly,,
-22.00000,-57.00000,Anomoly,,
-19.00000,-79.00000,Anomoly,,
-84.00000,-66.00000,Anomoly,,
-96.00000,-66.00000,Anomoly,,
-83.00000,-22.00000,Anomoly,,
-9.00000,-95.00000,Anomoly,,
-2.00000,-91.00000,Anomoly,,
-62.00000,-48.00000,Anomoly,,
-75.00000,-25.00000,Anomoly,,
-62.00000,-56.00000,Anomoly,,
-85.00000,-50.00000,Anomoly,,
-6.00000,-54.00000,Anomoly,,
-56.00000,-76.00000,Anomoly,,
-48.00000,-76.00000,Anomoly,,
-43.00000,-75.00000,Anomoly,,
-27.00000,-97.00000,Anomoly,,
-29.00000,-83.00000,Anomoly,,
-23.00000,-91.00000,Anomoly,,
-73.00000,-66.00000,Anomoly,,
-97.00000,-43.00000,Anomoly,,
-7.00000,-24.00000,Anomoly,,
-30.00000,-20.00000,Anomoly,,
-11.00000,-79.00000,Anomoly,,
-29.00000,-50.00000,Anomoly,,
-77.00000,-29.00000,Anomoly,,
-82.00000,-49.00000,Anomoly,,
-69.00000,-31.00000,Anomoly,,
-27.00000,-38.00000,Anomoly,,
-75.00000,-55.00000,Anomoly,,
-50.00000,-70.00000,Anomoly,,
-65.00000,-89.00000,Anomoly,,
-48.00000,-35.00000,Anomoly,,
-27.00000,-97.00000,Anomoly,,
-28.00000,-95.00000,Anomoly,,
-43.00000,-31.00000,Anomoly,,
-74.00000,-41.00000,Anomoly,,
-19.00000,-98.00000,Anomoly,,
-13.00000,-25.00000,Anomoly,,
-22.00000,-44.00000,Anomoly,,
-27.00000,-99.00000,Anomoly,,
-7.00000,-80.00000,Anomoly,,
-66.00000,-99.00000,Anomoly,,
-30.00000,-68.00000,Anomoly,,
-74.00000,-46.00000,Anomoly,,
-92.00000,-23.00000,Anomoly,,
-87.00000,-76.00000,Anomoly,,
-64.00000,-34.00000,Anomoly,,
-1.00000,-42.00000,Anomoly,,
-32.00000,-90.00000,Anomoly,,
-25.00000,-81.00000,Anomoly,,
-47.00000,-70.00000,Anomoly,,
-50.00000,-66.00000,Anomoly,,
-90.00000,-47.00000,Anomoly,,
-65.00000,-46.00000,Anomoly,,
-19.00000,-38.00000,Anomoly,,
-38.00000,-56.00000,Anomoly,,
-81.00000,-97.00000,Anomoly,,
-6.00000,-93.00000,Anomoly,,
-28.00000,-85.00000,Anomoly,,
-13.00000,-52.00000,Anomoly,,
-52.00000,-58.00000,Anomoly,,
-87.00000,-27.00000,Anomoly,,
-13.00000,-95.00000,Anomoly,,
-92.00000,-52.00000,Anomoly,,
-54.00000,-94.00000,Anomoly,,
-43.00000,-62.00000,Anomoly,,
-88.00000,-80.00000,Anomoly,,
-91.00000,-80.00000,Anomoly,,
-87.00000,-58.00000,Anomoly,,
-71.00000,-36.00000,Anomoly,,
-80.00000,-30.00000,Anomoly,,
-72.00000,-71.00000,Anomoly,,
-56.00000,-58.00000,Anomoly,,
-68.00000,-41.00000,Anomoly,,
-58.00000,-58.00000,Anomoly,,
-16.00000,-78.00000,Anomoly,,
-31.00000,-39.00000,Anomoly,,
-64.00000,-94.00000,Anomoly,,
-89.00000,-24.00000,Anomoly,,
-27.00000,-82.00000,Anomoly,,
-9.00000,-35.00000,Anomoly,,
-13.00000,-65.00000,Anomoly,,
-66.00000,-55.00000,Anomoly,,
-13.00000,-27.00000,Anomoly,,
-45.00000,-73.00000,Anomoly,,
-7.00000,-60.00000,Anomoly,,
-20.00000,-52.00000,Anomoly,,
-30.00000,-42.00000,Anomoly,,
-64.00000,-94.00000,Anomoly,,
-99.00000,-33.00000,Anomoly,,
-13.00000,-68.00000,Anomoly,,
-59.00000,-82.00000,Anomoly,,
-13.00000,-99.00000,Anomoly,,
-10.00000,-23.00000,Anomoly,,
-98.00000,-71.00000,Anomoly,,
-38.00000,-97.00000,Anomoly,,
-2.00000,-94.00000,Anomoly,,
-93.00000,-53.00000,Anomoly,,
-66.00000,-97.00000,Anomoly,,
-48.00000,-65.00000,Anomoly,,
-27.00000,-46.00000,Anomoly,,
-89.00000,-72.00000,Anomoly,,
-98.00000,-62.00000,Anomoly,,
-36.00000,-33.00000,Anomoly,,
-37.00000,-67.00000,Anomoly,,
-60.00000,-56.00000,Anomoly,,
-67.00000,-51.00000,Anomoly,,
-19.00000,-37.00000,Anomoly,,
-72.00000,-59.00000,Anomoly,,
-49.00000,-72.00000,Anomoly,,
-50.00000,-71.00000,Anomoly,,
-54.00000,-29.00000,Anomoly,,
-63.00000,-88.00000,Anomoly,,
-85.00000,-89.00000,Anomoly,,
-27.00000,-82.00000,Anomoly,,
-34.00000,-89.00000,Anomoly,,
-80.00000,-79.00000,Anomoly,,
-22.00000,-28.00000,Anomoly,,
-38.00000,-96.00000,Anomoly,,
-95.00000,-59.00000,Anomoly,,
-75.00000,-49.00000,Anomoly,,
-65.00000,-77.00000,Anomoly,,
-64.00000,-68.00000,Anomoly,,
-12.00000,-36.00000,Anomoly,,
-82.00000,-93.00000,Anomoly,,
-26.00000,-69.00000,Anomoly,,
-38.00000,-71.00000,Anomoly,,
-89.00000,-61.00000,Anomoly,,
-33.00000,-33.00000,Anomoly,,
-26.00000,-76.00000,Anomoly,,
-95.00000,-37.00000,Anomoly,,
-30.00000,-62.00000,Anomoly,,
-35.00000,-27.00000,Anomoly,,
-40.00000,-63.00000,Anomoly,,
-23.00000,-83.00000,Anomoly,,
-11.00000,-81.00000,Anomoly,,
-80.00000,-80.00000,Anomoly,,
-66.00000,-25.00000,Anomoly,,
-37.00000,-93.00000,Anomoly,,
-34.00000,-81.00000,Anomoly,,
-92.00000,-75.00000,Anomoly,,
-71.00000,-65.00000,Anomoly,,
-77.00000,-41.00000,Anomoly,,
-5.00000,-96.00000,Anomoly,,
-39.00000,-40.00000,Anomoly,,
-28.00000,-72.00000,Anomoly,,
-34.00000,-43.00000,Anomoly,,
-27.00000,-54.00000,Anomoly,,
-53.00000,-81.00000,Anomoly,,
-18.00000,-85.00000,Anomoly,,
-73.00000,-20.00000,Anomoly,,
-83.00000,-47.00000,Anomoly,,
-52.00000,-79.00000,Anomoly,,
-89.00000,-69.00000,Anomoly,,
-35.00000,-32.00000,Anomoly,,
-58.00000,-71.00000,Anomoly,,
-50.00000,-80.00000,Anomoly,,
-99.00000,-76.00000,Anomoly,,
-91.00000,-68.00000,Anomoly,,
-15.00000,-37.00000,Anomoly,,
-22.00000,-24.00000,Anomoly,,
-75.00000,-88.00000,Anomoly,,
-51.00000,-75.00000,Anomoly,,
-58.00000,-88.00000,Anomoly,,
-29.00000,-20.00000,Anomoly,,
-57.00000,-84.00000,Anomoly,,
-85.00000,-37.00000,Anomoly,,
-36.00000,-80.00000,Anomoly,,
-38.00000,-58.00000,Anomoly,,
-49.00000,-73.00000,Anomoly,,
-75.00000,-57.00000,Anomoly,,
-67.00000,-40.00000,Anomoly,,
-96.00000,-38.00000,Anomoly,,
-59.00000,-98.00000,Anomoly,,
-66.00000,-59.00000,Anomoly,,
-12.00000,-50.00000,Anomoly,,
-84.00000,-32.00000,Anomoly,,
-81.00000,-65.00000,Anomoly,,
-99.00000,-83.00000,Anomoly,,
-20.00000,-48.00000,Anomoly,,
-89.00000,-98.00000,Anomoly,,
-85.00000,-98.00000,Anomoly,,
-29.00000,-35.00000,Anomoly,,
-3.00000,-36.00000,Anomoly,,
-80.00000,-57.00000,Anomoly,,
-16.00000,-40.00000,Anomoly,,
-30.00000,-90.00000,Anomoly,,
-49.00000,-20.00000,Anomoly,,
-42.00000,-53.00000,Anomoly,,
-67.00000,-66.00000,Anomoly,,
-98.00000,-49.00000,Anomoly,,
-33.00000,-57.00000,Anomoly,,
-9.00000,-25.00000,Anomoly,,
-94.00000,-36.00000,Anomoly,,
-24.00000,-63.00000,Anomoly,,
-8.00000,-54.00000,Anomoly,,
-98.00000,-45.00000,Anomoly,,
-75.00000,-37.00000,Anomoly,,
-59.00000,-59.00000,Anomoly,,
-51.00000,-43.00000,Anomoly,,
-90.00000,-21.00000,Anomoly,,
-97.00000,-84.00000,Anomoly,,
-31.00000,-63.00000,Anomoly,,
-94.00000,-22.00000,Anomoly,,
-98.00000,-68.00000,Anomoly,,
-91.00000,-60.00000,Anomoly,,
-31.00000,-83.00000,Anomoly,,
-36.00000,-49.00000,Anomoly,,
-69.00000,-63.00000,Anomoly,,
-25.00000,-72.00000,Anomoly,,
-48.00000,-52.00000,Anomoly,,
-14.00000,-41.00000,Anomoly,,
-50.00000,-67.00000,Anomoly,,
-48.00000,-75.00000,Anomoly,,
-50.00000,-77.00000,Anomoly,,
-99.00000,-49.00000,Anomoly,,
-69.00000,-31.00000,Anomoly,,
-76.00000,-85.00000,Anomoly,,
-59.00000,-66.00000,Anomoly,,
-77.00000,-43.00000,Anomoly,,
-34.00000,-92.00000,Anomoly,,
-47.00000,-66.00000,Anomoly,,
-62.00000,-36.00000,Anomoly,,
-67.00000,-22.00000,Anomoly,,
-97.00000,-98.00000,Anomoly,,
-80.00000,-81.00000,Anomoly,,
-83.00000,-95.00000,Anomoly,,
-58.00000,-63.00000,Anomoly,,
-59.00000,-78.00000,Anomoly,,
-60.00000,-77.00000,Anomoly,,
-29.00000,-61.00000,Anomoly,,
-24.00000,-24.00000,Anomoly,,
-56.00000,-63.00000,Anomoly,,
-20.00000,-64.00000,Anomoly,,
-92.00000,-87.00000,Anomoly,,
-6.00000,-71.00000,Anomoly,,
-5.00000,-86.00000,Anomoly,,
-55.00000,-65.00000,Anomoly,,
-59.00000,-54.00000,Anomoly,,
-8.00000,-89.00000,Anomoly,,
-46.00000,-67.00000,Anomoly,,
-34.00000,-31.00000,Anomoly,,
-71.00000,-99.00000,Anomoly,,
-66.00000,-50.00000,Anomoly,,
-90.00000,-29.00000,Anomoly,,
-43.00000,-45.00000,Anomoly,,
-82.00000,-90.00000,Anomoly,,
-69.00000,-57.00000,Anomoly,,
-65.00000,-57.00000,Anomoly,,
-48.00000,-29.00000,Anomoly,,
-99.00000,-90.00000,Anomoly,,
-62.00000,-71.00000,Anomoly,,
-21.00000,-98.00000,Anomoly,,
-58.00000,-63.00000,Anomoly,,
-65.00000,-54.00000,Anomoly,,
-57.00000,-39.00000,Anomoly,,
-91.00000,-34.00000,Anomoly,,
-93.00000,-54.00000,Anomoly,,
-91.00000,-55.00000,Anomoly,,
-78.00000,-70.00000,Anomoly,,
-41.00000,-90.00000,Anomoly,,
-91.00000,-39.00000,Anomoly,,
-90.00000,-30.00000,Anomoly,,
-77.00000,-38.00000,Anomoly,,
-25.00000,-85.00000,Anomoly,,
-67.00000,-54.00000,Anomoly,,
-71.00000,-53.00000,Anomoly,,
-53.00000,-60.00000,Anomoly,,
-81.00000,-74.00000,Anomoly,,
-86.00000,-87.00000,Anomoly,,
-52.00000,-94.00000,Anomoly,,
-18.00000,-76.00000,Anomoly,,
-9.00000,-59.00000,Anomoly,,
-80.00000,-20.00000,Anomoly,,
-68.00000,-27.00000,Anomoly,,
-74.00000,-25.00000,Anomoly,,
-41.00000,-88.00000,Anomoly,,
-60.00000,-45.00000,Anomoly,,
-50.00000,-74.00000,Anomoly,,
-36.00000,-22.00000,Anomoly,,
-80.00000,-64.00000,Anomoly,,
-37.00000,-98.00000,Anomoly,,
-31.00000,-70.00000,Anomoly,,
-87.00000,-89.00000,Anomoly,,
-75.00000,-44.00000,Anomoly,,
-37.00000,-27.00000,Anomoly,,
-66.00000,-89.00000,Anomoly,,
-63.00000,-53.00000,Anomoly,,
-83.00000,-24.00000,Anomoly,,
-56.00000,-58.00000,Anomoly,,
-10.00000,-71.00000,Anomoly,,
-25.00000,-83.00000,Anomoly,,
-21.00000,-66.00000,Anomoly,,
-30.00000,-91.00000,Anomoly,,
-28.00000,-21.00000,Anomoly,,
-51.00000,-33.00000,Anomoly,,
-13.00000,-75.00000,Anomoly,,
-62.00000,-43.00000,Anomoly,,
-33.00000,-22.00000,Anomoly,,
-62.00000,-90.00000,Anomoly,,
-82.00000,-26.00000,Anomoly,,
-62.00000,-27.00000,Anomoly,,
-73.00000,-71.00000,Anomoly,,
-72.00000,-35.00000,Anomoly,,
-45.00000,-39.00000,Anomoly,,
-12.00000,-20.00000,Anomoly,,
-54.00000,-81.00000,Anomoly,,
-18.00000,-57.00000,Anomoly,,
-15.00000,-86.00000,Anomoly,,
-96.00000,-62.00000,Anomoly,,
-43.00000,-69.00000,Anomoly,,
-52.00000,-59.00000,Anomoly,,
-47.00000,-29.00000,Anomoly,,
-92.00000,-79.00000,Anomoly,,
-89.00000,-82.00000,Anomoly,,
-97.00000,-21.00000,Anomoly,,
-58.00000,-49.00000,Anomoly,,
-36.00000,-20.00000,Anomoly,,
-33.00000,-61.00000,Anomoly,,
-33.00000,-20.00000,Anomoly,,
-61.00000,-82.00000,Anomoly,,
-82.00000,-36.00000,Anomoly,,
-17.00000,-29.00000,Anomoly,,
-96.00000,-31.00000,Anomoly,,
-44.00000,-51.00000,Anomoly,,
-49.00000,-80.00000,Anomoly,,
-22.00000,-67.00000,Anomoly,,
-97.00000,-72.00000,Anomoly,,
-24.00000,-26.00000,Anomoly,,
-42.00000,-81.00000,Anomoly,,
-92.00000,-47.00000,Anomoly,,
-20.00000,-43.00000,Anomoly,,
-1.00000,-70.00000,Anomoly,,
-62.00000,-70.00000,Anomoly,,
-93.00000,-89.00000,Anomoly,,
-57.00000,-28.00000,Anomoly,,
-52.00000,-55.00000,Anomoly,,
-76.00000,-30.00000,Anomoly,,
-85.00000,-31.00000,Anomoly,,
-65.00000,-84.00000,Anomoly,,
-24.00000,-96.00000,Anomoly,,
-78.00000,-80.00000,Anomoly,,
-65.00000,-69.00000,Anomoly,,
-49.00000,-51.00000,Anomoly,,
-19.00000,-32.00000,Anomoly,,
-59.00000,-77.00000,Anomoly,,
-33.00000,-46.00000,Anomoly,,
-3.00000,-96.00000,Anomoly,,
-42.00000,-90.00000,Anomoly,,
-21.00000,-92.00000,Anomoly,,
-1.00000,-93.00000,Anomoly,,
-42.00000,-74.00000,Anomoly,,
-52.00000,-49.00000,Anomoly,,
-45.00000,-26.00000,Anomoly,,
-90.00000,-61.00000,Anomoly,,
-68.00000,-45.00000,Anomoly,,
-67.00000,-35.00000,Anomoly,,
-48.00000,-79.00000,Anomoly,,
-97.00000,-56.00000,Anomoly,,
-77.00000,-38.00000,Anomoly,,
-45.00000,-34.00000,Anomoly,,
-51.00000,-44.00000,Anomoly,,
-79.00000,-61.00000,Anomoly,,
-1.00000,-48.00000,Anomoly,,
-15.00000,-70.00000,Anomoly,,
-60.00000,-80.00000,Anomoly,,
-26.00000,-64.00000,Anomoly,,
-30.00000,-84.00000,Anomoly,,
-50.00000,-23.00000,Anomoly,,
-28.00000,-75.00000,Anomoly,,
-90.00000,-40.00000,Anomoly,,
-23.00000,-39.00000,Anomoly,,
-53.00000,-66.00000,Anomoly,,
-93.00000,-49.00000,Anomoly,,
-80.00000,-50.00000,Anomoly,,
-94.00000,-56.00000,Anomoly,,
-37.00000,-42.00000,Anomoly,,
-76.00000,-54.00000,Anomoly,,
-59.00000,-96.00000,Anomoly,,
-97.00000,-79.00000,Anomoly,,
-17.00000,-75.00000,Anomoly,,
-49.00000,-44.00000,Anomoly,,
-25.00000,-37.00000,Anomoly,,
-71.00000,-28.00000,Anomoly,,
-20.00000,-92.00000,Anomoly,,
-78.00000,-55.00000,Anomoly,,
-74.00000,-78.00000,Anomoly,,
-79.00000,-44.00000,Anomoly,,
-5.00000,-68.00000,Anomoly,,
-17.00000,-41.00000,Anomoly,,
-55.00000,-29.00000,Anomoly,,
-92.00000,-61.00000,Anomoly,,
-60.00000,-44.00000,Anomoly,,
-81.00000,-94.00000,Anomoly,,
-62.00000,-72.00000,Anomoly,,
-19.00000,-64.00000,Anomoly,,
-8.00000,-46.00000,Anomoly,,
-15.00000,-99.00000,Anomoly,,
-19.00000,-59.00000,Anomoly,,
-5.00000,-36.00000,Anomoly,,
-63.00000,-61.00000,Anomoly,,
-33.00000,-86.00000,Anomoly,,
-54.00000,-73.00000,Anomoly,,
-68.00000,-74.00000,Anomoly,,
-95.00000,-42.00000,Anomoly,,
-28.00000,-53.00000,Anomoly,,
-89.00000,-51.00000,Anomoly,,
-41.00000,-20.00000,Anomoly,,
-56.00000,-37.00000,Anomoly,,
-27.00000,-92.00000,Anomoly,,
-98.00000,-84.00000,Anomoly,,
-13.00000,-49.00000,Anomoly,,
-33.00000,-62.00000,Anomoly,,
-15.00000,-32.00000,Anomoly,,
-4.00000,-28.00000,Anomoly,,
-95.00000,-88.00000,Anomoly,,
-63.00000,-61.00000,Anomoly,,
-84.00000,-50.00000,Anomoly,,
-81.00000,-21.00000,Anomoly,,
-65.00000,-55.00000,Anomoly,,
-69.00000,-43.00000,Anomoly,,
-44.00000,-64.00000,Anomoly,,
-84.00000,-84.00000,Anomoly,,
-69.00000,-95.00000,Anomoly,,
-9.00000,-30.00000,Anomoly,,
-33.00000,-84.00000,Anomoly,,
-27.00000,-54.00000,Anomoly,,
-42.00000,-97.00000,Anomoly,,
-83.00000,-37.00000,Anomoly,,
-84.00000,-57.00000,Anomoly,,
-70.00000,-24.00000,Anomoly,,
-3.00000,-69.00000,Anomoly,,
-75.00000,-98.00000,Anomoly,,
-34.00000,-95.00000,Anomoly,,
-61.00000,-68.00000,Anomoly,,
-42.00000,-30.00000,Anomoly,,
-40.00000,-48.00000,Anomoly,,
-95.00000,-55.00000,Anomoly,,
-19.00000,-24.00000,Anomoly,,
-67.00000,-71.00000,Anomoly,,
-53.00000,-29.00000,Anomoly,,
-91.00000,-88.00000,Anomoly,,
-61.00000,-38.00000,Anomoly,,
-47.00000,-81.00000,Anomoly,,
-73.00000,-92.00000,Anomoly,,
-28.00000,-56.00000,Anomoly,,
-32.00000,-25.00000,Anomoly,,
-66.00000,-96.00000,Anomoly,,
-33.00000,-38.00000,Anomoly,,
-17.00000,-77.00000,Anomoly,,
-14.00000,-80.00000,Anomoly,,
-20.00000,-31.00000,Anomoly,,
-47.00000,-51.00000,Anomoly,,
-28.00000,-77.00000,Anomoly,,
-50.00000,-72.00000,Anomoly,,
-81.00000,-50.00000,Anomoly,,
-46.00000,-72.00000,Anomoly,,
-58.00000,-59.00000,Anomoly,,
-76.00000,-67.00000,Anomoly,,
-70.00000,-92.00000,Anomoly,,
-39.00000,-23.00000,Anomoly,,
-68.00000,-84.00000,Anomoly,,
-73.00000,-22.00000,Anomoly,,
-22.00000,-29.00000,Anomoly,,
-16.00000,-44.00000,Anomoly,,
-33.00000,-66.00000,Anomoly,,
-11.00000,-93.00000,Anomoly,,
-70.00000,-96.00000,Anomoly,,
-69.00000,-77.00000,Anomoly,,
-68.00000,-68.00000,Anomoly,,
-17.00000,-28.00000,Anomoly,,
-63.00000,-79.00000,Anomoly,,
-3.00000,-21.00000,Anomoly,,
-94.00000,-95.00000,Anomoly,,
-80.00000,-80.00000,Anomoly,,
-37.00000,-43.00000,Anomoly,,
-28.00000,-33.00000,Anomoly,,
-37.00000,-36.00000,Anomoly,,
-7.00000,-35.00000,Anomoly,,
-66.00000,-81.00000,Anomoly,,
-67.00000,-62.00000,Anomoly,,
-97.00000,-60.00000,Anomoly,,
-68.00000,-72.00000,Anomoly,,
-16.00000,-85.00000,Anomoly,,
-7.00000,-66.00000,Anomoly,,
-40.00000,-91.00000,Anomoly,,
-12.00000,-25.00000,Anomoly,,
-26.00000,-87.00000,Anomoly,,
-76.00000,-86.00000,Anomoly,,
-83.00000,-89.00000,Anomoly,,
-24.00000,-47.00000,Anomoly,,
-12.00000,-37.00000,Anomoly,,
-28.00000,-62.00000,Anomoly,,
-81.00000,-51.00000,Anomoly,,
-59.00000,-84.00000,Anomoly,,
-87.00000,-71.00000,Anomoly,,
-64.00000,-58.00000,Anomoly,,
-69.00000,-29.00000,Anomoly,,
-5.00000,-98.00000,Anomoly,,
-73.00000,-90.00000,Anomoly,,
-13.00000,-22.00000,Anomoly,,
-85.00000,-76.00000,Anomoly,,
-38.00000,-96.00000,Anomoly,,
-71.00000,-74.00000,Anomoly,,
-56.00000,-46.00000,Anomoly,,
-29.00000,-82.00000,Anomoly,,
-10.00000,-24.00000,Anomoly,,
-64.00000,-58.00000,Anomoly,,
-71.00000,-71.00000,Anomoly,,
-24.00000,-59.00000,Anomoly,,
-20.00000,-51.00000,Anomoly,,
-24.00000,-50.00000,Anomoly,,
-93.00000,-24.00000,Anomoly,,
-34.00000,-88.00000,Anomoly,,
-17.00000,-62.00000,Anomoly,,
-91.00000,-74.00000,Anomoly,,
-78.00000,-94.00000,Anomoly,,
-84.00000,-97.00000,Anomoly,,
-28.00000,-61.00000,Anomoly,,
-12.00000,-37.00000,Anomoly,,
-14.00000,-47.00000,Anomoly,,
-81.00000,-90.00000,Anomoly,,
-48.00000,-43.00000,Anomoly,,
-49.00000,-60.00000,Anomoly,,
-91.00000,-28.00000,Anomoly,,
-48.00000,-64.00000,Anomoly,,
-45.00000,-99.00000,Anomoly,,
-62.00000,-25.00000,Anomoly,,
0.00000,-42.00000,Anomoly,,
-26.00000,-91.00000,Anomoly,,
-79.00000,-41.00000,Anomoly,,
-30.00000,-26.00000,Anomoly,,
-53.00000,-80.00000,Anomoly,,
-79.00000,-83.00000,Anomoly,,
-29.00000,-41.00000,Anomoly,,
-69.00000,-32.00000,Anomoly,,
-15.00000,-28.00000,Anomoly,,
-97.00000,-23.00000,Anomoly,,
-45.00000,-51.00000,Anomoly,,
-13.00000,-89.00000,Anomoly,,
-5.00000,-86.00000,Anomoly,,
-66.00000,-79.00000,Anomoly,,
-67.00000,-57.00000,Anomoly,,
-63.00000,-61.00000,Anomoly,,
-97.00000,-82.00000,Anomoly,,
-77.00000,-43.00000,Anomoly,,
-66.00000,-25.00000,Anomoly,,
-9.00000,-60.00000,Anomoly,,
-3.00000,-76.00000,Anomoly,,
-34.00000,-23.00000,Anomoly,,
-27.00000,-23.00000,Anomoly,,
-11.00000,-37.00000,Anomoly,,
-83.00000,-20.00000,Anomoly,,
-71.00000,-72.00000,Anomoly,,
-76.00000,-39.00000,Anomoly,,
-54.00000,-44.00000,Anomoly,,
-66.00000,-31.00000,Anomoly,,
-97.00000,-68.00000,Anomoly,,
-39.00000,-28.00000,Anomoly,,
-58.00000,-64.00000,Anomoly,,
-30.00000,-69.00000,Anomoly,,
-81.00000,-76.00000,Anomoly,,
-5.00000,-34.00000,Anomoly,,
-65.00000,-33.00000,Anomoly,,
-19.00000,-65.00000,Anomoly,,
-5.00000,-73.00000,Anomoly,,
-45.00000,-76.00000,Anomoly,,
-26.00000,-32.00000,Anomoly,,
-81.00000,-25.00000,Anomoly,,
-34.00000,-83.00000,Anomoly,,
-75.00000,-94.00000,Anomoly,,
-54.00000,-21.00000,Anomoly,,
-71.00000,-43.00000,Anomoly,,
-45.00000,-48.00000,Anomoly,,
-35.00000,-86.00000,Anomoly,,
-79.00000,-61.00000,Anomoly,,
-2.00000,-87.00000,Anomoly,,
-43.00000,-95.00000,Anomoly,,
-59.00000,-38.00000,Anomoly,,
-49.00000,-77.00000,Anomoly,,
-35.00000,-66.00000,Anomoly,,
-34.00000,-58.00000,Anomoly,,
-55.00000,-49.00000,Anomoly,,
-70.00000,-56.00000,Anomoly,,
-34.00000,-67.00000,Anomoly,,
-93.00000,-43.00000,Anomoly,,
-54.00000,-77.00000,Anomoly,,
-34.00000,-26.00000,Anomoly,,
-39.00000,-74.00000,Anomoly,,
-43.00000,-75.00000,Anomoly,,
-84.00000,-52.00000,Anomoly,,
-67.00000,-63.00000,Anomoly,,
-45.00000,-32.00000,Anomoly,,
-39.00000,-40.00000,Anomoly,,
-65.00000,-41.00000,Anomoly,,
-41.00000,-55.00000,Anomoly,,
-99.00000,-75.00000,Anomoly,,
-50.00000,-24.00000,Anomoly,,
-49.00000,-47.00000,Anomoly,,
-8.00000,-34.00000,Anomoly,,
-42.00000,-46.00000,Anomoly,,
-48.00000,-79.00000,Anomoly,,
-41.00000,-86.00000,Anomoly,,
-14.00000,-91.00000,Anomoly,,
-93.00000,-51.00000,Anomoly,,
